Nom de l'entreprise,Activite,Adresse,Ville,Coordonnees geographiques,RC,Tribunal,ICE,Forme Juridique,Capital
Nom de l'entreprise,Activite,Adresse,Ville,Coordonnees geographiques,Numero RC,Tribunal,ICE,Forme Juridique,Capital
ELEGTRANE," travaux d'electricite gen, travaux d'entretien et repar. travaux de construction, negoce import export", Av Abaynou N126,Guelmim,28.986778 : -10.058265, 167,Tribunal de Guelmim,,Societe a Responsabilite Limitee a Associe Unique, 100 000
SOMAPORTEX, importation et exportation de toutes denrees ou produits de consommation tant a l'etat brut que manufactures, 55 Rue Mohamed El Quorri,Casablanca,33.58694440000001 : -7.6111111000000164, 27951,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 10 000
ZOTTEGEM IMPORT EXPORT, import export, Quartier Boughaz Rue 77,Tanger-Assilah,35.746434 : -5.808113, 6695,Tribunal de Tanger,,Societe a Responsabilite Limitee, 50 000
JAH (STE AL), droguerie en detail, 84 Bd Abdelkrim El Khattabi,Marrakech,31.656932 : -8.018042, 7137,Tribunal de Marrakech,,Societe Anonyme, 100 000
MAROC SHOPART DISTRIBUTION, md et commissionnaire exportateur des produits artisanaux, 115 Rue Yougoslavie 1er Etage Appt 30 Gueliz,Marrakech,31.630503 : -8.012624, 25529,Tribunal de Marrakech,,Societe a Responsabilite Limitee a Associe Unique, 10 000
BATMEKHAY, entreprise de tous corps d'etat, 37 Rue Yamane,Casablanca,33.589671 : -7.612001, 94849,Tribunal de Casablanca, 000522151000097,Societe en Nom Collectif, 15 000
CHANTIMAT (CHANTIMAT), marchand importateur et de materiaux de construction, 55 Rue Ibnou Majat Sur Bd Ghandi Maarif Extention,Casablanca,33.58694440000001 : -7.6111111000000164, 58225,Tribunal de Casablanca,,Societe Anonyme, 200 000
SUPER MARCHE 1ER JUIN, tenant magasin d'alimentation generale, 35 Rue Aghaliba Ben Debbab,Fes,34.066115 : -4.998415, 17885,Tribunal de Fes,,Societe a Responsabilite Limitee, 100 000
MAOUAZINE RINI ET COMPAGNIE (STE), fabrication commercialisation et reparation instruments de mesure, 9 Kissariat El Fath Bab Lakhmis,Marrakech,31.624961 : -7.992414, 10557,Tribunal de Marrakech,,Societe en Nom Collectif, 250 000
SOCIETE BOUJADEX," negoce de tout genre, import export", 122 Rue Dejla,Casablanca,33.5936 : -7.63429, 156801,Tribunal de Casablanca, 001338900000048,Societe a Responsabilite Limitee a Associe Unique, 200 000
INTERNATIONAL VETEMENT (INTER-VET), confection de vetements d'habillement, Bd Es Capucines Lot 2 Sidi Moumen,Casablanca,33.586136 : -7.536555, 50935,Tribunal de Casablanca,,Societe Anonyme, 100 000
SERMA MAROC (STE), achat vente fabrication appareils de chauffage ventilation et de conditionnement d'air, 11 Avenue De La Republique,Casablanca,33.606483 : -7.537377, 23447,Tribunal de Casablanca,,Societe Anonyme, 5 000 000
CIME (STE NOUVELLE DES ETABLISSEMENTS), commerce de tous produits, 21 Rue Sous Lieutenant Divot,Casablanca,33.588026 : -7.573318, 24337,Tribunal de Casablanca,,Societe Anonyme, 50 000
UNIVERS 2000 DE LA MENUISERIE," la menuiserie industrie de creation, acquisition et exploitation s'y rattachant", 75 Bd Fouarat Cite Mohammedi,Casablanca,33.583198 : -7.548406, 44961,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000
USINAGE MECANIQUE GENERALE (UMG), construction mecanique import-export plus renovation moteurs usinage, 26 Rue D'artois,Casablanca,33.58887 : -7.6321, 46043,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 10 000
MAIMOUN TRAVAUX (STE)," entrepreneur de travaux divers, marchand importateur", 103 Bd Sour Jdid,Casablanca,33.60354 : -7.62022, 77539,Tribunal de Casablanca, 001328960000029,Societe a Responsabilite Limitee, 20 000
P.BERTI ET J.CAVELLON, assurances la providence marocaine toutes branches, 63 Rue Alexandre 1er,Marrakech,31.6333333 : -8, 3319,Tribunal de Marrakech,,Autre Forme Juridique, 500 000
FRATERNITE DE TELECOMMUNICATION (FRATELCOM ), systeme de telecommunication, 57 Rue De Peronne Belveder Bp 16117,Casablanca,33.596045 : -7.589534, 140137,Tribunal de Casablanca, 001429878000070,Societe a Responsabilite Limitee, 100 000
ESSAADA (STE DE TRAVAUX ET REALISATION) (SOTRESA), entrepreneur de menuiserie, Hay Massira Ii N1537,Skhirate- Temara,33.929956 : -6.91434, 42489,Tribunal de Rabat,,Societe Anonyme, 100 000
ASKOY TRAVAUX (STE)," travaux miniers, construction et travaux divers", Tadoula Amerzegane,Ouarzazate,30.91987 : -6.8935390000000325, 737,Tribunal de Ouarzazate,,Societe a Responsabilite Limitee, 100 000
MADINAT NOUR (STE), la promotion immobiliere + achat vente d'immeuble, 52 Bd Zerktouni,Casablanca,33.582695 : -7.6186, 93819,Tribunal de Casablanca, 001336700000084,Societe a Responsabilite Limitee, 10 000
GRAINES VOLTZ MAROC, md de services en gros - md effectuant import export.," 124 Secteur D, Riyad Al-salam",Agadir (M),31.12001849999999 : -6.067919399999937, 11051,Tribunal de Agadir, 001549979000053,Societe a Responsabilite Limitee, 100 000
SAMBRANA (AGENCE MARITIME)," l'exploitation de tous fonds de commerce d'agence maritime entreprise d'accomage d'arrimage et de desarrinage, le transit des marchandises", Immeuble Libra Boulevard Mohamed V,Agadir-Ida Ou Tanane,31.12001849999999 : -6.067919399999937, 3935,Tribunal de Marrakech,,Societe Anonyme, 10 000
LVS CAR SERVICES, la location de vehicules sans chauffeur, Rue Abou Bakr Al Bakalani -ex Monge Ndeg 7 Casa,Casablanca,33.594086 : -7.624479, 117437,Tribunal de Casablanca, 000027117000094,Societe a Responsabilite Limitee, 500 000
ABDA BETON, travaux divers et transport, Reu El Khmiss Immeuble 100 App 3 1er Etage Hrayat El Biad,Safi,32.282342 : -9.243528, 1689,Tribunal de Safi,,Societe a Responsabilite Limitee, 100 000
GLOBE WASH, fabricant de vetements confectionnes vendant en gros, 51/53/55 Boulevard Moulay Slimane Quartier Industriel Oukacha I Hangard Ain Sebaa.,Ain-Sebaa (AR),33.58694440000001 : -7.6111111000000164, 67565,Tribunal de Casablanca,,Societe Anonyme, 3 500 000
STE MAROCAINE D'EXPLOITATION DE L'ENTREPRISE AVARO, tous travaux de menuiserie fabrication agencement installation de tous meubles en bois au autres ports export, 55 Rue Sijilmassa Belvedere,Casablanca,33.59242 : -7.59247, 33591,Tribunal de Casablanca,,Societe a Responsabilite Limitee a Associe Unique, 1 500 000
AMOUD (AUDIO VIDEO), enregistrement et location de cassettes video, Place Znaidi Route Principale Dcheira,Agadir-Ida Ou Tanane,29.7611786188 : -9.69890541182, 393,Tribunal de Inzegane,,Societe a Responsabilite Limitee, 30 000
EXPORTISE ET CONTROLE MARITIME MAROCAIN (ECMAM), la ste a pour objet d'effectuer tout au maroc qu'a l'etranger toutes operation d'expertises et de poutroles le matiere en matiere navigation, 12 Rue Champigny,Casablanca,33.590777 : -7.602625, 45491,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 20 000
ELOUIZIA (STE MAROCAINE D'EXPLOITATION DES CARRIERES D') (SOMECE), l'exploitation de tous carrieres sous toutes formes a ciel ouvert ou par galeries souterraines et plus particuliereent les carrieres de pierres," Ain Sebaa Km 10,700 Route N11",Casablanca,33.58694440000001 : -7.6111111000000164, 33135,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 10 000
NSM CONSULTING, le conseil pour les affaires et administration d'entreprises," 79, Rue Jaber Ben Hayane 3eme Etage",Casablanca,33.59555 : -7.626726, 164777,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 30 000
MAROC HABITATION SOCIETE DE CONSTRUCTION ET DE REPRESENTATION DE MATERIAUX, entrepreneur de batiments, 17bis Avenue De France,Rabat,33.998441 : -6.845743, 23856,Tribunal de Rabat,,Societe a Responsabilite Limitee, 15 000
SANDO IMMOBILIERE," la promotion immobiliere sous toutes ses formes, notamment l'acquisition de tous supports fonciers avec ou sans constructions, finis ou en cours de finition, la viabilisation des lots de terrains et leurs mises en valeur, le morcellement des terrains, en vue de leurs commercialisations, l'edificatio"," Rue Mahatma Ghandi, Residence Abdalas 2 Apt. 42",Tanger-Assilah,35.777516 : -5.820925, 23403,Tribunal de Tanger, 000092327000071,Societe a Responsabilite Limitee, 100 000
CLIMATISATION EXTRACTION ET VENTILLATION (CLIMEX), vente et installation de climatisation," 343, Rue Abou Ali El Kali Derb Saad Hay Mohammadi",Casablanca,33.5946 : -7.56203, 81185,Tribunal de Casablanca, 001600491000049,Societe a Responsabilite Limitee, 500 000
OUARID (OUARID )," transports, commun, publics entrepreneur de transport md national et international", 36 Bis Bd Moulay Slimane Ain Sebaa,Ain-Sebaa (AR),33.6181 : -7.54599, 51133,Tribunal de Casablanca, 001592123000072,Societe a Responsabilite Limitee, 14 000 000
DIVEL GHOST, import export de tous produits et matiere, N 14 Lot Erac Applo,Fes,34.0214572805 : -4.97773478666, 19413,Tribunal de Fes,,Societe a Responsabilite Limitee, 100 000
ALINE TOURS, entrepreneur de transport de voyageurs par automobiles ne partant pas a jours et heures fixes (transport touristique), Av Allal El Fassi Imm 26 App 30,Marrakech,31.6333333 : -8, 23469,Tribunal de Marrakech, 000168229000036,Societe a Responsabilite Limitee a Associe Unique, 10 000
MAROCAINE DE CONFECTION FLASH 2000 (STE)," confection articles d'habillement filature, tissage", Lalla Chafia Rue 5 N23,Tanger-Assilah,35.463515 : -6.038832, 4913,Tribunal de Tanger,,Societe a Responsabilite Limitee, 100 000
HABITALYA, promoteur immobilier, 17 Place Pasteur Res Build 6eme Etage Appt 5 El Maarif,El Maarif (AR),33.58694440000001 : -7.6111111000000164, 30097,Tribunal de Kenitra, 001432517000015,Societe a Responsabilite Limitee, 100 000
MODEX (MODEX), confection, Zi Rte De Martil Tetouan,Tetouan,35.596736 : -5.311202, 3941,Tribunal de Tanger, 001554037000097,Societe a Responsabilite Limitee, 1 200 000
ELECTRO FORCE (LA STE), toutes articles d'electricite entreprise de travaux electriques, 29 Rue Raymond De Bernardi,Casablanca,33.533333 : -7.583333, 9393,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 20 000
ATLAS RUG INTERNATIONAL (INTERASLAS), representant du commerce, 12 Place Des Alouites,Rabat,34.016431 : -6.835039, 25933,Tribunal de Rabat,,Societe Anonyme, 105 000
CENTRALE (PRESSING), nettoyage de vetement a sel, 108 Rue De Mexique,Tanger-Assilah,35.77992 : -5.8144, 4525,Tribunal de Tanger,,Societe a Responsabilite Limitee, 500 000
FIRST TELECOMMINICATION, entrepreneur d'installation electriques installation de telephones et radios, 11 Rue Charleville,Casablanca,33.59592 : -7.59211, 63777,Tribunal de Casablanca,,Societe Anonyme, 100 000
ENTREPRISE TAHIRI ABDERRAHMANE, batiment et travaux commercialisation des fournitures de construction, 16 Rue Mediouna Aviation Rabat,Rabat,33.99167 : -6.82611, 50103,Tribunal de Rabat,,Societe a Responsabilite Limitee, 100 000
COMATRIGE," transport de marchandises entrepreneur de travaux divers ou construction, promotion immobiliere", Residence Koutoubia Ndeg 06 Bis Ain Chock,Ain-Chock (AR),33.532723 : -7.617047, 149371,Tribunal de Casablanca, 000079953000004,Societe a Responsabilite Limitee a Associe Unique, 100 000
INTERNATIONALE DES TECHNIQUES ELECTRONIQUES (STE) (SITESA), fabrication de materiels electroniques, Zone Industrielle Parcelle 108-109 Rond Point,Tanger-Assilah,35.76025 : -5.782748, 5265,Tribunal de Tanger,,Societe Anonyme, 100 000
TEMARE (SOIERIES DE), toutes operations commerciales et industrielles achat et vente a la commission acquisition de brevet licences ou procedes etc, Temara Centre,Skhirate- Temara,33.929956 : -6.91434, 16185,Tribunal de Rabat,,Societe Anonyme, 6 000 000
IDRAMI (STE), achat vente congelation de produits de mer et autres, 77 Avenue El Hassan B Jelloul Massira Ii Qi,Oued-Ed-Dahab,23.699605 : -15.929464,N/A,N/,,Societe a Responsabilite Limitee, 100 000
DAR AL OUIAME (STE IMMOBILIERE), promoteur a la construction d'immeubles lotisseur de terrain, Bloc C D N14 Avenue Essalam Cym,Rabat,34.003861 : -6.865524, 42911,Tribunal de Rabat,,Societe Anonyme, 400 000
ROLLING (STE DE REPRESENTATION ET COMMERCIALISATION) (ROLLING), marchand de gros de fournitures et materiel de bureau, 23 Rue Mustapha El Maani,Casablanca,33.59215 : -7.61125, 41835,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 10 000
ROMANDIE SELECT (STE IMMOBILIERE), toutes operations immobilieres, 80 Bd D'anfa,Casablanca,33.58694440000001 : -7.6111111000000164, 21157,Tribunal de Casablanca,,Societe Anonyme, 10 000
MOUDDEN ET COMPAGNIE (MOCOMPA)," la presentation commerciale, importation de materiel d'occasion, operation de negoce en tout genre, operation de commission et intermediaire...", 152 Rue D'oujda Quartier Industriel,Agadir-Ida Ou Tanane,30.412398 : -9.59071, 3165,Tribunal de Agadir,,Societe a Responsabilite Limitee, 15 000
AVIATION TOPOGRAPHIE PHOTOGRAMMETRIE ETUDES (ATPE), entrepreneur de travaux aeriens, 14 Rue De Tafraout Hassane,Rabat,34.013505 : -6.85358, 29943,Tribunal de Rabat,,Societe a Responsabilite Limitee, 10 000 000
TRANSFORMATION DE CUIVRE (ESE DE)," marchand d'objet d'art ou de curiosite, fabricant d'objet en cuivre", Khalil I Rue 5 Local 45,Casablanca,33.58694440000001 : -7.6111111000000164, 41187,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 10 000
INDUSTRIELLE ET COMMERCIALE DE QUINCAILLERIE (STE) (SOCOQ), import-export quincaillerie et serrureries, 1 Rue Caporal Corras,Casablanca,33.591135 : -7.603814, 39981,Tribunal de Casablanca,,Societe Anonyme, 400 000
ALLIANCE ASSURANCE CIE LIMITED, assurances, 8 Bd Boukhssissat,Fes,34.033333 : -5, 6639,Tribunal de Fes,,Societe Anonyme, 50 000
INFOB (INFOB)," entrepreneur travaux comptabilite, operation de traitement de l'information", Bd Oued Sebou El Oulfa N500,Casablanca,33.552035 : -7.680085, 80163,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 10 000
WEB AFRIQUE, commerce machine bureau bureautique et services divers, 9 Rue Moulay Idriss,Taza,34.226122 : -4.005846, 469,Tribunal de Taza,,Societe en Nom Collectif, 30 000
STE KAOUACHI DE FOURNITURE ET D'SSISTANCE DENTAIRE (SOKAFAD)," - commercialisation importation et exportation de tous les produits, fournitures et materiels dentaires et informatique"," 5, Bd Lakhdar Ghilan",Oujda-Angad,34.686093 : -1.914954, 16027,Tribunal de Oujda,,Societe a Responsabilite Limitee, 50 000
ATALS SUPPORT, marchand importateur marchand pieces detachees pour autos fabricant d'article en caoutechouc, Rue De Pessac N4,Casablanca,33.588749 : -7.603328, 73597,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 32 603 072
ALIFA (STE), achat vente au detail de quincaillerie bonneterie bijouterie, Immeuble Barutel Quartier Industriel,Agadir-Ida Ou Tanane,30.41872 : -9.578726, 3109,Tribunal de Marrakech,,Societe a Responsabilite Limitee, 800 000
CASABLANCA DE CARLAGE ET PLATRE (STE) (SOCAPLA)," entrepreneur platrier, carreleur", Jamila 7 Rue 2 N89,Casablanca,33.5407859394 : -7.57010769654, 72471,Tribunal de Casablanca, 001430873000074,Societe a Responsabilite Limitee, 10 000
BENAIM - ENGRAISSEMENT," la societe a pour objet : - engraissement, elevage - commerce de gros d'animaux vivants - et d'une facon generale, toutes operations commerciales, industrielles, financieres, mobilieres ou immobilieres se rapportant directement ou indirectement a l'un des objets ci-dessus precites", Km 6 Route My Thami,Dar Bouazza,33.515224 : -7.817848, 169357,Tribunal de Casablanca, 000164868000088,Societe a Responsabilite Limitee a Associe Unique, 10 000
ACHBAL AL GHAD, chef d'institution, 75 Rue Sebta,Kenitra,34.25621 : -6.57776, 24667,Tribunal de Kenitra,,Societe a Responsabilite Limitee, 60 000
BOULANGERIE PATISSERIE AL KARIMA, toutes operations de boulangerie patisserie, 6 Rue Haim Messas-riad,Meknes,33.894082 : -5.544582, 17575,Tribunal de Meknes,,Societe a Responsabilite Limitee, 120 000
SOCIETE AKRAM RAMADAN D'HABITATION, la promotion immobiliere, 8 Rue Oussama Bnou Zaid Maarif,Casablanca,33.581505 : -7.634327, 95861,Tribunal de Casablanca,,Societe a Responsabilite Limitee, 100 000
GERLAND (STE CHIMIQUE DE), fabrication des produits chimiques manufactures de caoutchouc, 36 38 Rue De Barsac,Casablanca,33.58179 : -7.60201, 16055,Tribunal de Casablanca,,Societe Anonyme, 127 500 000
FRANCE TOP SATELITTE, marchand effectuant import-export, Rue Annisrine Beausejour N17-19,Casablanca,33.568475 : -7.65022, 80689,Tribunal de Casablanca, 001430115000073,Societe a Responsabilite Limitee, 50 000
MAROCAINE DES MARBRES ET DES PIERRES SEMI-PRECIEUSES (STE) (SOMAPI), faconnage et vente de marbres et autres mineraux exploitation de carrieres, 34 Avenue Hassan Ii,Rabat,34.016353 : -6.845724, 23107,Tribunal de Rabat,,Societe Anonyme, 300 000
UNIVERS SERVICES COMMUNICATION," exploitant un etablissment industriel pour la fabrication de panneaux publicitaires, md de machines de bureau (materiel et services informatiques, sites web ), md importateur"," 19 Residence Yasmine, Appt Ndeg3 1er Etage, Angle Rues Mohamed El Beqal Et Ibn Aicha, Gueliz,",Gueliz (AR),31.6333333 : -8, 23697,Tribunal de Marrakech, 000200997000037,Societe a Responsabilite Limitee, 100 000
CENTRE CONSULAIRE DE GESTION ET DE COMPTABILITE (CECOGEC CASA), entrepreneur de travaux de comptabilite, N98 Bd Mohamed V,Casablanca,33.593485 : -7.603666, 97589,Tribunal de Casablanca, 001687907000021,Societe a Responsabilite Limitee a Associe Unique, 200 000
X BAT (STE) (X BAT), entrepreneur de travaux divers, 455 Hay Nahda 1,Rabat,33.9798097726 : -6.81653936111, 43335,Tribunal de Rabat,,Societe Anonyme, 100 000
SUIMAR (SA) (SUIMAR), edification et exploitation d'un hotel a tanger, 86 Av Mohamed V,Tanger-Assilah,35.470135 : -6.029685, 2321,Tribunal de Tanger,,Societe Anonyme, 100 000
IRIS (IRIS), toutes operations commerciales industrielle financieres mobilieres et immobilieres..., Ndeg 170 Bd Mohamed V Ex: Av Des Far,Tanger-Medina (AR),35.77926 : -5.80267, 2077,Tribunal de Tanger,,Societe a Responsabilite Limitee, 100 000
ARBATCO, travaux de construction et genie civile, Bd Oued Sebou Hay El Oulfa,Casablanca,33.554011 : -7.680394, 94803,Tribunal de Casablanca, 001430180000064,Societe a Responsabilite Limitee, 100 000
BOURGOGNE (STE), operations concernant immeubles et terrains, 62 Bd Joffere,Casablanca,33.59438 : -7.64301, 20137,Tribunal de Casablanca,,Societe Anonyme, 500 000
